timestamp,src,dst,protocol,label
1399902982.699189,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902982.701018,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902982.930963,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902982.941153,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902982.953936,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902982.954114,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902982.972668,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902982.982025,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902983.776951,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902983.777062,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902983.777215,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902983.777329,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902983.77894,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902983.779089,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902983.779327,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902983.779685,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902983.937578,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902983.962019,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902983.979935,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902984.003347,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902984.358796,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902984.360312,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902984.430143,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902984.941496,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902984.966109,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902984.966113,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902984.968639,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902985.006958,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902985.080898,34:07:fb:11:c8:00,01:00:5e:00:00:05,Ethernet,normal
1399902985.240439,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902985.240724,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902985.31011,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902985.553839,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902985.942603,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902985.952132,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902985.98434,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902985.992436,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902986.33294,04:da:d2:c9:9c:c1,01:00:5e:00:00:05,Ethernet,normal
1399902986.35749,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902986.357669,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902986.358158,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902986.358363,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902986.427003,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902986.430294,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902986.497032,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902986.56083,04:da:d2:c9:9c:c3,01:00:5e:00:00:05,Ethernet,normal
1399902986.94587,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902986.971096,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902986.987188,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902987.012477,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902987.171082,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902987.173313,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902987.212845,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902987.518727,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902987.518945,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902987.777592,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902987.777702,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902987.777704,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902987.77778,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902987.77789,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902987.777923,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902987.77796,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902987.778106,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902987.947724,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902987.950264,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902987.950702,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902987.977415,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902987.977496,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902987.978964,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902988.018681,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902988.538757,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902988.540252,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902988.544428,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902988.546319,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902988.609968,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902988.951003,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902988.961261,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902988.992214,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902989.002327,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902989.380809,34:07:fb:11:c8:29,01:00:5e:00:00:05,Ethernet,normal
1399902989.920727,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902989.921005,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902989.957104,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902989.982568,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902989.998629,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902990.001213,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902990.023088,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902990.263232,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902990.263392,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902990.369135,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902990.369315,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902990.369826,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902990.370187,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902990.716596,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902990.956109,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902990.990958,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902990.99242,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902991.001122,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902991.041994,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902991.620864,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902991.621149,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902991.689937,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902991.781131,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902991.781293,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902991.782181,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902991.782184,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902991.782185,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902991.782374,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902991.782441,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902991.782553,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902991.838763,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902991.840246,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902991.909941,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902991.931578,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902991.931757,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902991.962258,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902991.971789,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902992.003247,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902992.012981,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902992.38539,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902992.402114,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902992.445812,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902992.970878,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902992.991252,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902993.012213,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902993.031804,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902993.967259,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902993.996991,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902993.997086,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902993.998733,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902994.037865,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902994.369353,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902994.370862,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902994.377526,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902994.377706,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902994.378318,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902994.37852,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902994.975959,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902994.975963,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902995.017107,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902995.017215,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902995.080606,34:07:fb:11:c8:00,01:00:5e:00:00:05,Ethernet,normal
1399902995.138525,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902995.139986,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902995.187452,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902995.187634,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902995.209783,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902995.543748,04:da:d2:c9:9c:c1,01:00:5e:00:00:05,Ethernet,normal
1399902995.562593,04:da:d2:c9:9c:c3,01:00:5e:00:00:05,Ethernet,normal
1399902995.781023,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902995.781134,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902995.781205,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902995.781338,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902995.782161,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902995.782341,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902995.782464,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902995.782635,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902995.976626,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902996.002074,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902996.018346,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902996.042538,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902996.469096,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902996.470436,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902996.62135,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902996.621531,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902996.900212,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902996.9005,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902996.969776,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902996.98101,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902997.011004,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902997.011008,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902997.012488,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902997.052336,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902997.981785,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902997.992375,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902998.023084,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902998.033185,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902998.139213,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902998.189261,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902998.209009,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902998.250198,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902998.305381,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902998.306944,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902998.389144,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902998.389322,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902998.389901,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902998.390265,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902998.951373,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902998.951552,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902999.001115,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902999.010786,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902999.042161,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902999.052143,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902999.379908,34:07:fb:11:c8:29,01:00:5e:00:00:05,Ethernet,normal
1399902999.622468,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902999.622645,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902999.700126,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902999.702148,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902999.78436,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902999.784468,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902999.784615,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902999.784628,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902999.784647,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902999.784841,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902999.785013,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902999.785374,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399903000.001749,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399903000.012349,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399903000.043084,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399903000.053621,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399903000.198508,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399903000.19995,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399903000.269757,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399903000.477545,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399903000.477722,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399903000.859948,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399903000.860233,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399903000.929745,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399903001.000981,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
